종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"025320","시노펙스","8700","110","1.28","180","48.33",,,"1616","5.38","0","0.00"
"269620","시스웍","889","0","0.00",,,,,,,"0","0.00"
"429270","시지트로닉스","8340","170","2.08",,,,,"6432","1.30","0","0.00"
"418250","시큐레터","6550","0","0.00",,,,,"2139","3.06","0","0.00"
"131090","시큐브","899","12","1.35","143","6.29",,,"1138","0.79","25","2.78"
"232830","시큐센","1965","11","0.56",,,,,"1124","1.75","0","0.00"
"290520","신도기연","2700","5","0.19",,,,,"3686","0.73","0","0.00"
"001000","신라섬유","1090","-22","-1.98",,,,,"607","1.80","0","0.00"
"025870","신라에스지","6580","40","0.61","74","88.92",,,"4368","1.51","0","0.00"
"215600","신라젠","3215","-60","-1.83",,,,,"517","6.22","0","0.00"
"065350","신성델타테크","56500","7800","16.02","463","122.03",,,"7621","7.41","120","0.21"
"416180","신성에스티","31250","1950","6.66","1229","25.43",,,"10776","2.90","200","0.64"
"162300","신스틸","2670","85","3.29","158","16.90",,,"1740","1.53","19","0.71"
"290560","신시웨이","6510","150","2.36",,,,,"5250","1.24","0","0.00"
"002800","신신제약","6910","10","0.14","308","22.44",,,"4106","1.68","60","0.87"
"472220","신영스팩10호","2175","0","0.00",,,,,,,"0","0.00"
"430220","신영스팩8호","2275","-5","-0.22",,,,,,,"0","0.00"
"445970","신영스팩9호","2240","-5","-0.22",,,,,,,"0","0.00"
"017000","신원종합개발","3945","-205","-4.94","737","5.35",,,"9068","0.44","0","0.00"
"012790","신일제약","8090","-80","-0.98","1180","6.86",,,"11670","0.69","170","2.10"
"138070","신진에스엠","2930","35","1.21","237","12.36",,,"4602","0.64","50","1.71"
"226330","신테카바이오","7080","230","3.36",,,,,"2050","3.45","0","0.00"
"418210","신한제10호스팩","2355","0","0.00",,,,,,,"0","0.00"
"452980","신한제11호스팩","1947","-2","-0.10",,,,,,,"0","0.00"
"474660","신한제12호스팩","2155","-20","-0.92",,,,,,,"0","0.00"
"474930","신한제13호스팩","2185","0","0.00",,,,,,,"0","0.00"
"056700","신화인터텍","1833","12","0.66",,,,,"3154","0.58","0","0.00"
"187270","신화콘텍","3775","60","1.62","430","8.78",,,"6619","0.57","50","1.32"
"243840","신흥에스이씨","8210","320","4.06","781","10.51","650","12.64","7407","1.11","86","1.05"
"257720","실리콘투","44850","-550","-1.21","631","71.08","2897","15.48","2235","20.07","0","0.00"
"222800","심텍","23400","600","2.63",,,"2354","9.94","14717","1.59","160","0.68"
"036710","심텍홀딩스","1970","5","0.25",,,,,"2664","0.74","10","0.51"
"160980","싸이맥스","13480","260","1.97","1157","11.65",,,"15902","0.85","350","2.60"
"356890","싸이버원","3180","100","3.25","168","18.93",,,"2562","1.24","20","0.63"
"217330","싸이토젠","7710","-60","-0.77",,,,,"2401","3.21","0","0.00"
"010280","쌍용정보통신","601","-4","-0.66","84","7.15",,,"977","0.62","0","0.00"
"208640","썸에이지","299","0","0.00",,,,,"187","1.60","0","0.00"
"222420","쎄노텍","830","0","0.00",,,,,"818","1.01","0","0.00"
"037760","쎄니트","1532","-9","-0.58","90","17.02",,,"2914","0.53","40","2.61"
"099320","쎄트렉아이","39750","600","1.53","4784","8.31","1363","29.17","19893","2.00","150","0.38"
"049960","쎌바이오텍","13840","-120","-0.86","921","15.03",,,"16348","0.85","450","3.25"
"088280","쏘닉스","2475","35","1.43",,,,,"2558","0.97","0","0.00"
"050890","쏠리드","4815","45","0.94","671","7.18","744","6.47","4478","1.08","50","1.04"
"109670","씨싸이트","11180","350","3.23",,,,,"9395","1.19","0","0.00"
"066790","씨씨에스","1896","81","4.46","49","38.69",,,"536","3.54","0","0.00"
"222080","씨아이에스","11280","590","5.52","434","25.99","892","12.65","3747","3.01","0","0.00"
"352480","씨앤씨인터내셔널","102600","-300","-0.29","3142","32.65","5826","17.61","17264","5.94","0","0.00"
"264660","씨앤지하이테크","14120","190","1.36","1507","9.37",,,"12448","1.13","400","2.83"
"352700","씨앤투스","3100","-55","-1.74","123","25.20",,,"6133","0.51","50","1.61"
"458870","씨어스테크놀로지","11850","970","8.92",,,,,"740","16.01","0","0.00"
"297090","씨에스베어링","6420","-10","-0.16",,,"251","25.61","3142","2.04","0","0.00"
"359090","씨엔알리서치","1293","13","1.02","102","12.68",,,"770","1.68","0","0.00"
"115530","씨엔플러스","572","39","7.32","6","95.33",,,"166","3.45","0","0.00"
"115480","씨유메디칼","737","6","0.82",,,,,"1117","0.66","0","0.00"
"340810","씨유박스","4015","-15","-0.37",,,,,"2003","2.00","0","0.00"
"376290","씨유테크","3295","40","1.23","52","63.37",,,"5693","0.58","16","0.49"
"189330","씨이랩","7140","70","0.99",,,,,"2432","2.94","0","0.00"
"096530","씨젠","34000","-450","-1.31","14","2428.57","552","61.58","22320","1.52","800","2.35"
"101240","씨큐브","6110","-50","-0.81","358","17.07",,,"7455","0.82","0","0.00"
"060590","씨티씨바이오","7780","-40","-0.51",,,,,"3156","2.47","0","0.00"
"260930","씨티케이","6160","-30","-0.48","369","16.69","488","12.63","8448","0.73","100","1.62"
"052300","씨티프라퍼티","380","-5","-1.30",,,,,"1351","0.28","0","0.00"
"413630","씨피시스템","2860","-50","-1.72",,,,,,,"0","0.00"
"013990","아가방컴퍼니","4170","35","0.85","410","10.17",,,"5439","0.77","0","0.00"
"123860","아나패스","21250","350","1.67","230","92.39","2781","7.64","4438","4.79","0","0.00"
"025980","아난티","5020","85","1.72","1127","4.45",,,"7054","0.71","0","0.00"
"125210","아모그린텍","9340","190","2.08","789","11.84",,,"4169","2.24","0","0.00"
"357580","아모센스","7770","-10","-0.13",,,"811","9.58","3248","2.39","0","0.00"
"052710","아모텍","5130","60","1.18",,,"388","13.23","11289","0.45","0","0.00"
"074430","아미노로직스","1320","-1","-0.08","28","47.14",,,"620","2.13","0","0.00"
"092040","아미코젠","5090","60","1.19",,,,,"3226","1.58","0","0.00"
"083930","아바코","15430","260","1.71","306","50.42","2191","7.04","12784","1.21","200","1.30"
"149950","아바텍","11810","390","3.42","346","34.13","1403","8.42","10274","1.15","100","0.85"
"036010","아비코전자","6320","190","3.10",,,,,"8521","0.74","50","0.79"
"050860","아세아텍","2255","50","2.27","451","5.00",,,"6134","0.37","50","2.22"
"136410","아셈스","6840","-20","-0.29","286","23.92",,,"5487","1.25","0","0.00"
"246720","아스타","5080","-40","-0.78",,,,,"468","10.85","0","0.00"
"067390","아스트","607","7","1.17",,,,,"674","0.90","0","0.00"
"159010","아스플로","8800","450","5.39","272","32.35","1525","5.77","4372","2.01","0","0.00"
"127710","아시아경제","1210","10","0.83",,,,,"4839","0.25","0","0.00"
"154030","아시아종묘","2340","-40","-1.68",,,,,"2005","1.17","0","0.00"
"227610","아우딘퓨쳐스","1787","69","4.02",,,,,"820","2.18","0","0.00"
"143160","아이디스","15720","-280","-1.75","1951","8.06",,,"21214","0.74","300","1.91"
"054800","아이디스홀딩스","9620","-80","-0.82","2624","3.67",,,"29473","0.33","250","2.60"
"332370","아이디피","3550","-45","-1.25","451","7.87",,,"4127","0.86","120","3.38"
"339950","아이비김영","1851","35","1.93","180","10.28","235","7.87","1036","1.79","20","1.08"
"460470","아이빔테크놀로지","8040","-320","-3.83",,,,,"1012","7.94","0","0.00"
"099190","아이센스","17250","390","2.31","135","127.78","286","60.28","10337","1.67","100","0.58"
"289010","아이스크림에듀","2955","-70","-2.31",,,,,"3522","0.84","0","0.00"
"214430","아이쓰리시스템","32650","450","1.40","1810","18.04",,,"12937","2.52","350","1.07"
"040910","아이씨디","6840","60","0.88",,,,,"8064","0.85","0","0.00"
"368600","아이씨에이치","4050","-30","-0.74",,,,,"3173","1.28","0","0.00"
"456010","아이씨티케이","6850","200","3.01",,,,,"847","8.09","0","0.00"
"052860","아이앤씨","2295","10","0.44",,,,,"2529","0.91","0","0.00"
"069920","아이에스이커머스","2050","-75","-3.53",,,,,"1632","1.26","0","0.00"
"038880","아이에이","262","0","0.00",,,,,"267","0.98","0","0.00"
"307180","아이엘사이언스","3015","-20","-0.66",,,,,"221","13.64","0","0.00"
"101390","아이엠","4165","-140","-3.25",,,"579","7.20","2533","1.64","0","0.00"
"461030","아이엠비디엑스","19790","1100","5.89",,,,,"729","27.15","0","0.00"
"451220","아이엠티","11190","390","3.61",,,,,"3372","3.32","0","0.00"
"078860","아이오케이","8790","-250","-2.77",,,,,"15951","0.55","0","0.00"
"090150","아이윈","1052","8","0.77",,,,,"1021","1.03","0","0.00"
"123010","아이윈플러스","869","21","2.48",,,,,"1393","0.62","0","0.00"
"031310","아이즈비전","2030","20","1.00",,,,,"6617","0.31","0","0.00"
"185490","아이진","4315","-25","-0.58",,,,,"2339","1.84","0","0.00"
"059100","아이컴포넌트","4740","10","0.21",,,,,"5380","0.88","0","0.00"
"262840","아이퀘스트","2260","90","4.15","172","13.14",,,"2478","0.91","100","4.42"
"175250","아이큐어","2630","30","1.15",,,,,"1558","1.69","0","0.00"
"052460","아이크래프트","2405","55","2.34","381","6.31",,,"3153","0.76","80","3.33"
"119830","아이텍","6590","110","1.70",,,,,"6760","0.97","0","0.00"
"052770","아이톡시","1430","35","2.51",,,,,"277","5.16","0","0.00"
"124500","아이티센","4750","270","6.03","32","148.44",,,"3038","1.56","0","0.00"
"372800","아이티아이즈","7000","350","5.26",,,,,"2856","2.45","0","0.00"
"084850","아이티엠반도체","19790","740","3.88",,,"633","31.26","8941","2.21","0","0.00"
"114840","아이패밀리에스씨","24850","-1100","-4.24","1167","21.29","2434","10.21","4012","6.19","158","0.64"
"027360","아주IB투자","2220","55","2.54","141","15.74",,,"2185","1.02","50","2.25"
"032080","아즈텍WB","1206","6","0.50",,,,,"5163","0.23","0","0.00"
"013310","아진산업","3170","90","2.92","1315","2.41",,,"7523","0.42","100","3.15"
"059120","아진엑스텍","9150","270","3.04","54","169.44",,,"4694","1.95","0","0.00"
"158430","아톤","3585","70","1.99","437","8.20","530","6.77","3537","1.01","30","0.84"
"321820","아티스트유나이티드","11900","850","7.69",,,,,"2115","5.63","0","0.00"
"001540","안국약품","7920","-120","-1.49","114","69.47",,,"13382","0.59","220","2.78"
"053800","안랩","56100","1000","1.81","4125","13.60",,,"32433","1.73","1300","2.32"
"065660","안트로젠","15590","310","2.03",,,,,"13302","1.17","0","0.00"
"297570","알로이스","1001","0","0.00","141","7.10",,,"1175","0.85","0","0.00"
"260660","알리코제약","5260","-30","-0.57","204","25.78",,,"5933","0.89","130","2.47"
"354320","알멕","27350","1250","4.79",,,,,"20780","1.32","0","0.00"
"361570","알비더블유","2555","-15","-0.58",,,,,"2576","0.99","0","0.00"
"131370","알서포트","3710","-20","-0.54","139","26.69",,,"1777","2.09","10","0.27"
"140670","알에스오토메이션","13060","480","3.82",,,,,"3881","3.37","0","0.00"
"096610","알에프세미","2965","0","0.00",,,,,"841","3.53","0","0.00"
"061040","알에프텍","3410","-25","-0.73","128","26.64",,,"7406","0.46","0","0.00"
"148250","알엔투테크놀로지","4170","-50","-1.18",,,,,"5260","0.79","30","0.72"
"347860","알체라","2525","20","0.80",,,,,"389","6.49","0","0.00"
"196170","알테오젠","300000","1500","0.50",,,"359","835.54","2795","107.33","0","0.00"
"123750","알톤","1579","-2","-0.13",,,,,"2079","0.76","0","0.00"
"085810","알티캐스트","993","28","2.90",,,,,"792","1.25","0","0.00"
"117670","알파홀딩스","945","0","0.00",,,,,"921","1.03","0","0.00"
"314140","알피바이오","7510","20","0.27","630","11.92",,,"11878","0.63","50","0.67"
"291650","압타머사이언스","3305","-120","-3.50",,,,,"865","3.82","0","0.00"
"293780","압타바이오","8340","-20","-0.24",,,,,"2328","3.58","0","0.00"
"196300","애니젠","11400","-20","-0.18",,,,,"1772","6.43","0","0.00"
"310200","애니플러스","3145","85","2.78","204","15.42","333","9.44","2104","1.49","0","0.00"
"299910","애닉","6880","0","0.00",,,,,"350","19.66","0","0.00"
"179530","애드바이오텍","3345","-5","-0.15",,,,,"1465","2.28","0","0.00"
"205500","액션스퀘어","1409","-4","-0.28",,,,,"580","2.43","0","0.00"
"052790","액토즈소프트","7850","-80","-1.01","3115","2.52",,,"22769","0.34","0","0.00"
"290740","액트로","6430","40","0.63","616","10.44",,,"7315","0.88","100","1.56"
"238090","앤디포스","4550","-70","-1.52",,,,,"5287","0.86","0","0.00"
"092600","앤씨앤","1237","41","3.43",,,,,"1511","0.82","148","11.96"
"129890","앱코","1105","19","1.75","36","30.69",,,"1149","0.96","0","0.00"
"174900","앱클론","16840","-280","-1.64",,,,,"1619","10.40","0","0.00"
"255440","야스","8070","330","4.26",,,,,"12055","0.67","0","0.00"
"030960","양지사","10010","-10","-0.10","89","112.47",,,"13503","0.74","50","0.50"
"102120","어보브반도체","14280","480","3.48",,,,,"6362","2.24","100","0.70"
"263540","어스앤에어로스페이스","5950","0","0.00",,,,,,,"0","0.00"
"238120","얼라인드","3690","55","1.51","225","16.40",,,"2178","1.69","0","0.00"
"019990","에너토크","6130","120","2.00",,,,,"4287","1.43","50","0.82"
"270660","에브리봇","19260","460","2.45","231","83.38",,,"5342","3.61","0","0.00"
"038680","에스넷","4250","-5","-0.12","1187","3.58","870","4.89","5419","0.78","120","2.82"
"217480","에스디생명공학","499","0","0.00",,,,,"401","1.24","0","0.00"
"121890","에스디시스템","1646","1","0.06","208","7.91",,,"947","1.74","0","0.00"
"304360","에스바이오메딕스","24850","-4000","-13.86",,,,,"611","40.67","0","0.00"
"389500","에스비비테크","21700","1920","9.71",,,,,"1947","11.15","0","0.00"
"042110","에스씨디","1441","2","0.14","100","14.41",,,"2515","0.57","30","2.08"
"298060","에스씨엠생명과학","2295","35","1.55",,,,,"1001","2.29","0","0.00"
"065420","에스아이리소스","268","-11","-3.94",,,,,"137","1.96","0","0.00"
"103230","에스앤더블류","3880","-40","-1.02","482","8.05",,,"6310","0.61","0","0.00"
"260970","에스앤디","39500","600","1.54","2925","13.50","5921","6.67","21830","1.81","500","1.27"
"101490","에스앤에스텍","28900","900","3.21","1234","23.42","1799","16.07","10499","2.75","150","0.52"
"095910","에스에너지","1734","8","0.46",,,,,"3269","0.53","0","0.00"
"275630","에스에스알","3350","-10","-0.30","293","11.43",,,"4952","0.68","0","0.00"
"031330","에스에이엠티","3450","50","1.47","336","10.27",,,"3850","0.90","200","5.80"
"060540","에스에이티","1765","-5","-0.28","62","28.47",,,"3831","0.46","50","2.83"
"351320","에스에이티이엔지","1552","12","0.78",,,,,"881","1.76","0","0.00"
"056190","에스에프에이","24600","100","0.41","1193","20.62","4261","5.77","31572","0.78","280","1.14"
"080000","에스엔유","2115","50","2.42","207","10.22",,,"4200","0.50","0","0.00"
"214310","에스엘에너지","306","0","0.00",,,,,"404","0.76","0","0.00"
"246250","에스엘에스바이오","4385","-165","-3.63","102","42.99",,,"878","4.99","50","1.14"
"041510","에스엠","65300","100","0.15","3719","17.56","4530","14.42","30825","2.12","1200","1.84"
"007820","에스엠코어","4535","25","0.55",,,,,"2489","1.82","0","0.00"
"464080","에스오에스랩","5440","170","3.23","691","7.87",,,"1285","4.23","0","0.00"
"109610","에스와이","4410","70","1.61",,,,,"3597","1.23","0","0.00"
"365330","에스와이스틸텍","3895","155","4.14","444","8.77",,,"1510","2.58","50","1.28"
"031860","에스유홀딩스","1425","109","8.28",,,,,"4620","0.31","0","0.00"
"306040","에스제이그룹","6620","60","0.91","1348","4.91",,,"14010","0.47","250","3.78"
"457940","에스케이증권제10호스팩","2160","-25","-1.14",,,,,,,"0","0.00"
"472230","에스케이증권제11호스팩","2120","10","0.47",,,,,,,"0","0.00"
"473000","에스케이증권제12호스팩","2130","0","0.00",,,,,,,"0","0.00"
"473950","에스케이증권제13호스팩","2065","-5","-0.24",,,,,,,"0","0.00"
"435870","에스케이증권제8호스팩","2140","-5","-0.23",,,,,,,"0","0.00"
"455910","에스케이증권제9호스팩","2175","0","0.00",,,,,,,"0","0.00"
"096630","에스코넥","1143","39","3.53",,,,,"980","1.17","0","0.00"
"069510","에스텍","11000","10","0.09","2576","4.27",,,"18523","0.59","500","4.55"
"234300","에스트래픽","3690","25","0.68","626","5.89",,,"3446","1.07","40","1.08"
"039440","에스티아이","26750","100","0.38","1631","16.40","4242","6.31","16128","1.66","200","0.75"
"098660","에스티오","2430","-30","-1.22","166","14.64",,,"2492","0.98","110","4.53"
"052020","에스티큐브","5680","100","1.79",,,,,"759","7.48","0","0.00"
"237690","에스티팜","98200","-2100","-2.09","1041","94.33","2396","40.98","20445","4.80","500","0.51"
"050760","에스폴리텍","1565","-13","-0.82",,,,,"3885","0.40","0","0.00"
"288620","에스퓨얼셀","13200","230","1.77",,,"91","145.46","9921","1.33","50","0.38"
"443670","에스피소프트","10270","2370","30.00","243","42.26",,,"1816","5.66","0","0.00"
"317830","에스피시스템스","6560","250","3.96",,,,,"5556","1.18","0","0.00"
"058610","에스피지","23000","1050","4.78","496","46.37",,,"9871","2.33","200","0.87"
"043340","에쎈테크","505","6","1.20",,,,,"300","1.68","0","0.00"
"187660","에이디엠코리아","3070","-20","-0.65",,,,,"1191","2.58","0","0.00"
"054630","에이디칩스","158","0","0.00",,,,,"250","0.63","0","0.00"
"200710","에이디테크놀로지","21600","2360","12.27",,,"776","27.82","11299","1.91","0","0.00"
"096690","에이루트","1406","-17","-1.19",,,,,"4895","0.29","0","0.00"
"298380","에이비엘바이오","31250","100","0.32",,,,,"1547","20.20","0","0.00"
"203400","에이비온","8140","-30","-0.37",,,,,"453","17.97","0","0.00"
"195990","에이비프로바이오","466","1","0.22",,,,,"430","1.08","0","0.00"
"003800","에이스침대","26200","50","0.19","4871","5.38",,,"61828","0.42","1400","5.34"
"088800","에이스테크","651","39","6.37",,,,,"315","2.07","0","0.00"
"241840","에이스토리","7390","50","0.68","529","13.97",,,"6723","1.10","0","0.00"
"453860","에이에스텍","28150","250","0.90","1551","18.15",,,"8305","3.39","0","0.00"
"312610","에이에프더블류","1888","37","2.00",,,,,"3107","0.61","0","0.00"
"172670","에이엘티","10330","290","2.89","635","16.27",,,"11953","0.86","100","0.97"
"445090","에이직랜드","32150","2350","7.89","469","68.55","531","60.58","9158","3.51","0","0.00"
"295310","에이치브이엠","11310","330","3.01",,,,,"3216","3.52","0","0.00"
"072990","에이치시티","10360","-150","-1.43","852","12.16","1276","8.12","11428","0.91","0","0.00"
"239610","에이치엘사이언스","12040","40","0.33",,,,,"20110","0.60","0","0.00"
"462020","에이치엠씨제6호스팩","2100","0","0.00",,,,,,,"0","0.00"
"477340","에이치엠씨제7호스팩","2000","-5","-0.25",,,,,,,"0","0.00"
"148930","에이치와이티씨","5120","0","0.00","556","9.21",,,"6017","0.85","0","0.00"
"044780","에이치케이","1408","0","0.00","103","13.67",,,"3297","0.43","0","0.00"
"357230","에이치피오","3200","-5","-0.16","384","8.33",,,"3440","0.93","100","3.13"
"355690","에이텀","8840","330","3.88",,,,,"495","17.86","0","0.00"
"071670","에이테크솔루션","6930","130","1.91","160","43.31",,,"8574","0.81","0","0.00"
"045660","에이텍","14930","10","0.07","618","24.16",,,"11830","1.26","200","1.34"
"224110","에이텍모빌리티","13950","-50","-0.36","1277","10.92",,,"12209","1.14","200","1.43"
"021080","에이티넘인베스트","2520","25","1.00","432","5.83",,,"3855","0.65","120","4.76"
"089530","에이티세미콘","600","0","0.00",,,,,"376","1.60","0","0.00"
"200470","에이팩트","3920","125","3.29",,,,,"2397","1.64","0","0.00"
"262260","에이프로","8050","200","2.55","868","9.27",,,"5037","1.60","200","2.48"
"397030","에이프릴바이오","20550","820","4.16",,,"673","30.53","2677","7.68","0","0.00"
"230240","에치에프알","9730","40","0.41","139","70.00",,,"13053","0.75","220","2.26"
"230360","에코마케팅","11000","300","2.80","1253","8.78","1431","7.69","6976","1.58","200","1.82"
"038870","에코바이오","4460","80","1.83","194","22.99",,,"6303","0.71","0","0.00"
"097780","에코볼트","994","2","0.20","259","3.84",,,"4012","0.25","0","0.00"
"448280","에코아이","20150","470","2.39","1955","10.31",,,"13274","1.52","500","2.48"
"101360","에코앤드림","30150","-250","-0.82",,,,,"7130","4.23","0","0.00"
"128540","에코캡","1665","-20","-1.19","80","20.81",,,"3461","0.48","0","0.00"
"086520","에코프로","85400","-100","-0.12","388","220.10",,,"12678","6.74","0","0.00"
"247540","에코프로비엠","171800","-600","-0.35",,,"1076","159.73","14043","12.23","0","0.00"
"383310","에코프로에이치엔","48350","650","1.36","2201","21.97",,,"7254","6.67","600","1.24"
"038110","에코플라스틱","3380","50","1.50","1281","2.64",,,"5393","0.63","60","1.78"
"073540","에프알텍","1356","-29","-2.09","175","7.75",,,"5098","0.27","0","0.00"
"064850","에프앤가이드","8250","0","0.00","680","12.13",,,"5183","1.59","180","2.18"
"036810","에프에스티","29050","250","0.87",,,,,"12205","2.38","50","0.17"
"173940","에프엔씨엔터","3210","10","0.31",,,,,"2407","1.33","0","0.00"
"083500","에프엔에스테크","10820","150","1.41","222","48.74",,,"8014","1.35","80","0.74"
"054940","엑사이엔씨","838","22","2.70",,,,,"1836","0.46","0","0.00"
"373110","엑셀세라퓨틱스","5230","-20","-0.38",,,,,"260","20.12","0","0.00"
"205100","엑셈","1938","42","2.22","145","13.37",,,"1464","1.32","28","1.44"
"356680","엑스게이트","3710","165","4.65","11","337.27",,,"1418","2.62","0","0.00"
"070300","엑스큐어","7970","-70","-0.87",,,,,"2922","2.73","0","0.00"
"317770","엑스페릭스","3470","25","0.73",,,,,"2410","1.44","0","0.00"
"373200","엑스플러스","577","-35","-5.72",,,,,"66","8.74","0","0.00"
"092870","엑시콘","14770","480","3.36","454","32.53",,,"13557","1.09","100","0.68"
"317870","엔바이오니아","17820","210","1.19",,,,,"4453","4.00","0","0.00"
"067570","엔브이에이치코리아","2640","15","0.57","137","19.27",,,"4958","0.53","150","5.68"
"236810","엔비티","3975","75","1.92",,,,,"1980","2.01","0","0.00"
"333620","엔시스","9730","270","2.85","218","44.63",,,"5588","1.74","40","0.41"
"101400","엔시트론","482","12","2.55","19","25.37",,,"631","0.76","0","0.00"
"422040","엔에이치스팩23호","2090","0","0.00",,,,,,,"0","0.00"
"437780","엔에이치스팩24호","2135","-10","-0.47",,,,,,,"0","0.00"
"438580","엔에이치스팩25호","2295","15","0.66",,,,,,,"0","0.00"
"439410","엔에이치스팩26호","2080","-10","-0.48",,,,,,,"0","0.00"
"440820","엔에이치스팩27호","2115","-20","-0.94",,,,,,,"0","0.00"
"451700","엔에이치스팩29호","2020","0","0.00",,,,,,,"0","0.00"
"466910","엔에이치스팩30호","2030","5","0.25",,,,,,,"0","0.00"
"481890","엔에이치스팩31호","2030","-5","-0.25",,,,,,,"0","0.00"
"265740","엔에프씨","7400","70","0.95","412","17.96",,,"6809","1.09","40","0.54"
"354200","엔젠바이오","3155","-80","-2.47",,,,,"1264","2.50","0","0.00"
"455900","엔젤로보틱스","25700","1350","5.54",,,,,"653","39.36","0","0.00"
"419080","엔젯","11410","190","1.69","30","380.33",,,"4588","2.49","0","0.00"
"208860","엔지스테크널러지","2205","0","0.00",,,,,"729","3.02","0","0.00"
"183490","엔지켐생명과학","1680","7","0.42",,,,,"2275","0.74","0","0.00"
"182400","엔케이맥스","2020","0","0.00","65","31.08",,,"1353","1.49","0","0.00"
"348370","엔켐","207000","2000","0.98",,,,,"15316","13.52","0","0.00"
"069410","엔텔스","3205","25","0.79",,,,,"5158","0.62","0","0.00"
"227950","엔투텍","576","-4","-0.69","105","5.49",,,"1074","0.54","0","0.00"
"291230","엔피","2390","65","2.80",,,,,"690","3.46","0","0.00"
"198080","엔피디","2870","120","4.36","153","18.76",,,"4317","0.66","0","0.00"
"048830","엔피케이","1157","26","2.30","91","12.71",,,"2378","0.49","30","2.59"
"096870","엘디티","2450","30","1.24",,,,,"2287","1.07","0","0.00"
"290650","엘앤씨바이오","19030","-170","-0.89","2132","8.93",,,"6478","2.94","100","0.53"
"156100","엘앤케이바이오","7870","-40","-0.51",,,,,"1773","4.44","0","0.00"
"073110","엘엠에스","6040","110","1.85",,,,,"14277","0.42","200","3.31"
"083310","엘오티베큠","11740","430","3.80","3273","3.59",,,"15723","0.75","200","1.70"
"037950","엘컴텍","1365","47","3.57","30","45.50",,,"888","1.54","0","0.00"
"170920","엘티씨","11600","280","2.47",,,,,"9438","1.23","0","0.00"
"058630","엠게임","5860","90","1.56","1144","5.12",,,"5957","0.98","150","2.56"
"058970","엠로","45800","3600","8.53",,,,,"2524","18.15","0","0.00"
"019590","엠벤처투자","921","0","0.00","171","5.39",,,"703","1.31","0","0.00"
"169330","엠브레인","2215","-45","-1.99","218","10.16",,,"1676","1.32","120","5.42"
"373170","엠아이큐브솔루션","8200","20","0.24","602","13.62",,,"4626","1.77","200","2.44"
"179290","엠아이텍","7560","390","5.44","398","18.99",,,"2879","2.63","80","1.06"
"009780","엠에스씨","5160","-10","-0.19","1049","4.92",,,"8543","0.60","100","1.94"
"123040","엠에스오토텍","3635","50","1.39","268","13.56",,,"4618","0.79","75","2.06"
"323230","엠에프엠코리아","161","0","0.00",,,,,"526","0.31","0","0.00"
"032790","엠젠솔루션","1503","-1","-0.07",,,,,"895","1.68","0","0.00"
"033160","엠케이전자","8700","300","3.57",,,,,"17838","0.49","100","1.15"
"347890","엠투아이","6450","0","0.00","378","17.06",,,"4374","1.47","220","3.41"
"033310","엠투엔","2325","15","0.65","82","28.35",,,"3431","0.68","0","0.00"
"259630","엠플러스","12780","1470","13.00","1646","7.76",,,"6141","2.08","100","0.78"
"105550","엣지파운드리","2190","-30","-1.35",,,,,"1219","1.80","0","0.00"
"060850","영림원소프트랩","7860","-30","-0.38","469","16.76",,,"5572","1.41","80","1.02"
"143540","영우디에스피","893","3","0.34",,,,,"669","1.33","0","0.00"
"036560","영풍정밀","9460","200","2.16","1855","5.10",,,"21362","0.44","600","6.34"
"265560","영화테크","8140","20","0.25","570","14.28",,,"5860","1.39","80","0.98"
"036000","예림당","1713","51","3.07","391","4.38",,,"5677","0.30","0","0.00"
"250930","예선테크","598","5","0.84",,,,,"674","0.89","0","0.00"
"053280","예스24","4565","40","0.88",,,,,"8802","0.52","200","4.38"
"122640","예스티","16670","450","2.77",,,,,"4102","4.06","0","0.00"
"045060","오공","3020","-30","-0.98","524","5.76",,,"6519","0.46","50","1.66"
"080520","오디텍","3980","-20","-0.50","279","14.27",,,"11630","0.34","100","2.51"
"039830","오로라","5920","50","0.85","703","8.42","1137","5.21","13422","0.44","150","2.53"
"322310","오로스테크놀로지","20150","820","4.24","363","55.51","1174","17.16","6729","2.99","0","0.00"
"046120","오르비텍","2420","35","1.47",,,,,"1940","1.25","0","0.00"
"014940","오리엔탈정공","4575","-20","-0.44","196","23.34","534","8.57","1908","2.40","50","1.09"
"065500","오리엔트정공","1250","-2","-0.16",,,,,"1185","1.05","0","0.00"
"010470","오리콤","6430","50","0.78","847","7.59",,,"10149","0.63","270","4.20"
"417860","오브젠","11460","-40","-0.35",,,,,"2101","5.45","0","0.00"
"352910","오비고","6250","80","1.30","33","189.39",,,"3017","2.07","0","0.00"
"053980","오상자이엘","5370","60","1.13","1265","4.25",,,"5083","1.06","0","0.00"
"036220","오상헬스케어","19440","-810","-4.00","9148","2.13",,,"23285","0.83","2000","10.29"
"052420","오성첨단소재","2305","-115","-4.75","167","13.80",,,"2791","0.83","0","0.00"
"039200","오스코텍","40650","-1550","-3.67",,,"574","70.82","2590","15.69","0","0.00"
"226400","오스테오닉","5390","60","1.13","193","27.93",,,"2620","2.06","0","0.00"
"031510","오스템","1199","5","0.42","325","3.69",,,"3776","0.32","50","4.17"
"368970","오에스피","3700","45","1.23",,,,,"3675","1.01","0","0.00"
"138080","오이솔루션","11040","170","1.56",,,,,"10629","1.04","100","0.91"
